Date,Unit,Amount Of Admissions
2023-08-25,5,11
2023-08-26,5,8
2023-08-27,5,11
2023-08-28,5,12
2023-08-29,5,13
2023-08-30,5,5
2023-08-31,5,10
2023-09-01,5,8
2023-09-02,5,3
2023-09-03,5,12
2023-09-04,5,6
2023-09-05,5,10
2023-09-06,5,5
2023-09-07,5,11
2023-09-08,5,12
2023-09-09,5,7
2023-09-10,5,16
2023-09-11,5,13
2023-09-12,5,11
2023-09-13,5,16
2023-09-14,5,12
2023-09-15,5,6
2023-09-16,5,8
2023-09-17,5,11
2023-09-18,5,17
2023-09-19,5,12
2023-09-20,5,13
2023-09-21,5,13
2023-09-22,5,14
2023-09-23,5,7
2023-09-24,5,14
2023-09-25,5,9
2023-09-26,5,15
2023-09-27,5,15
2023-09-28,5,13
2023-09-29,5,11
2023-09-30,5,9
2023-10-01,5,11
2023-10-02,5,12
2023-10-03,5,10
2023-10-04,5,10
2023-10-05,5,10
2023-10-06,5,10
2023-10-07,5,6
2023-10-08,5,10
2023-10-09,5,14
2023-10-10,5,13
2023-10-11,5,14
2023-10-12,5,11
2023-10-13,5,8
2023-10-14,5,9
2023-10-15,5,11
2023-10-16,5,9
2023-10-17,5,11
2023-10-18,5,12
2023-10-19,5,14
2023-10-20,5,7
2023-10-21,5,7
2023-10-22,5,16
2023-10-23,5,11
2023-10-24,5,17
2023-10-25,5,12
2023-10-26,5,13
2023-10-27,5,10
2023-10-28,5,7
2023-10-29,5,16
2023-10-30,5,11
2023-10-31,5,15
2023-11-01,5,12
2023-11-02,5,12
2023-11-03,5,7
2023-11-04,5,10
2023-11-05,5,14
2023-11-06,5,9
2023-11-07,5,11
2023-11-08,5,8
2023-11-09,5,14
2023-11-10,5,6
2023-11-11,5,8
2023-11-12,5,12
2023-11-13,5,13
2023-11-14,5,16
2023-11-15,5,12
2023-11-16,5,11
2023-11-17,5,13
2023-11-18,5,8
2023-11-19,5,11
2023-11-20,5,11
2023-11-21,5,12
2023-11-22,5,11
2023-11-23,5,11
2023-11-24,5,8
2023-11-25,5,7
2023-11-26,5,15
2023-11-27,5,14
2023-11-28,5,13
2023-11-29,5,12
2023-11-30,5,13
2023-12-01,5,9
2023-12-02,5,7
2023-12-03,5,12
2023-12-04,5,11
2023-12-05,5,15
2023-12-06,5,17
2023-12-07,5,11
2023-12-08,5,12
2023-12-09,5,9
2023-12-10,5,14
2023-12-11,5,12
2023-12-12,5,12
2023-12-13,5,9
2023-12-14,5,11
2023-12-15,5,11
2023-12-16,5,10
2023-12-17,5,12
2023-12-18,5,15
2023-12-19,5,13
2023-12-20,5,14
2023-12-21,5,14
2023-12-22,5,9
2023-12-23,5,10
2023-12-24,5,16
2023-12-25,5,13
2023-12-26,5,17
2023-12-27,5,16
2023-12-28,5,15
2023-12-29,5,13
2023-12-30,5,8
2023-12-31,5,10
2020-01-01,1,9
2020-01-02,1,10
2020-01-03,1,9
2020-01-04,1,13
2020-01-05,1,15
2020-01-06,1,11
2020-01-07,1,11
2020-01-08,1,13
2020-01-09,1,12
2020-01-10,1,10
2020-01-11,1,6
2020-01-12,1,17
2020-01-13,1,20
2020-01-14,1,19
2020-01-15,1,10
2020-01-16,1,10
2020-01-17,1,12
2020-01-18,1,9
2020-01-19,1,14
2020-01-20,1,13
2020-01-21,1,11
2020-01-22,1,13
2020-01-23,1,12
2020-01-24,1,11
2020-01-25,1,9
2020-01-26,1,14
2020-01-27,1,13
2020-01-28,1,14
2020-01-29,1,9
2020-01-30,1,12
2020-01-31,1,10
2020-02-01,1,8
2020-02-02,1,13
2020-02-03,1,13
2020-02-04,1,13
2020-02-05,1,9
2020-02-06,1,11
2020-02-07,1,11
2020-02-08,1,12
2020-02-09,1,14
2020-02-10,1,10
2020-02-11,1,12
2020-02-12,1,12
2020-02-13,1,14
2020-02-14,1,7
2020-02-15,1,9
2020-02-16,1,15
2020-02-17,1,18
2020-02-18,1,12
2020-02-19,1,12
2020-02-20,1,11
2020-02-21,1,12
2020-02-22,1,11
2020-02-23,1,14
2020-02-24,1,13
2020-02-25,1,13
2020-02-26,1,10
2020-02-27,1,12
2020-02-28,1,10
2020-02-29,1,11
2020-03-01,1,7
2020-03-02,1,8
2020-03-03,1,13
2020-03-04,1,11
2020-03-05,1,12
2020-03-06,1,7
2020-03-07,1,8
2020-03-08,1,11
2020-03-09,1,14
2020-03-10,1,8
2020-03-11,1,10
2020-03-12,1,10
2020-03-13,1,7
2020-03-14,1,4
2020-03-15,1,8
2020-03-16,1,9
2020-03-17,1,10
2020-03-18,1,13
2020-03-19,1,10
2020-03-20,1,7
2020-03-21,1,6
2020-03-22,1,9
2020-03-23,1,7
2020-03-24,1,8
2020-03-25,1,6
2020-03-26,1,6
2020-03-27,1,8
2020-03-28,1,6
2020-03-29,1,10
2020-03-30,1,11
2020-03-31,1,5
2020-04-01,1,5
2020-04-02,1,14
2020-04-03,1,14
2020-04-04,1,5
2020-04-05,1,10
2020-04-06,1,3
2020-04-07,1,6
2020-04-08,1,12
2020-04-09,1,7
2020-04-10,1,11
2020-04-11,1,8
2020-04-12,1,10
2020-04-13,1,7
2020-04-14,1,4
2020-04-15,1,8
2020-04-16,1,7
2020-04-17,1,10
2020-04-18,1,5
2020-04-19,1,12
2020-04-20,1,12
2020-04-21,1,7
2020-04-22,1,13
2020-04-23,1,9
2020-04-24,1,10
2020-04-25,1,8
2020-04-26,1,8
2020-04-27,1,7
2020-04-28,1,5
2020-04-29,1,5
2020-04-30,1,11
2020-05-01,1,7
2020-05-02,1,3
2020-05-03,1,11
2020-05-04,1,13
2020-05-05,1,9
2020-05-06,1,8
2020-05-07,1,10
2020-05-08,1,5
2020-05-09,1,11
2020-05-10,1,10
2020-05-11,1,10
2020-05-12,1,7
2020-05-13,1,8
2020-05-14,1,12
2020-05-15,1,11
2020-05-16,1,13
2020-05-17,1,7
2020-05-18,1,8
2020-05-19,1,15
2020-05-20,1,9
2020-05-21,1,9
2020-05-22,1,9
2020-05-23,1,8
2020-05-24,1,7
2020-05-25,1,11
2020-05-26,1,8
2020-05-27,1,12
2020-05-28,1,7
2020-05-29,1,5
2020-05-30,1,7
2020-05-31,1,10
2020-06-01,1,14
2020-06-02,1,9
2020-06-03,1,11
2020-06-04,1,7
2020-06-05,1,7
2020-06-06,1,7
2020-06-07,1,12
2020-06-08,1,11
2020-06-09,1,12
2020-06-10,1,15
2020-06-11,1,10
2020-06-12,1,9
2020-06-13,1,8
2020-06-14,1,16
2020-06-15,1,11
2020-06-16,1,12
2020-06-17,1,11
2020-06-18,1,11
2020-06-19,1,13
2020-06-20,1,9
2020-06-21,1,8
2020-06-22,1,12
2020-06-23,1,11
2020-06-24,1,9
2020-06-25,1,9
2020-06-26,1,6
2020-06-27,1,5
2020-06-28,1,12
2020-06-29,1,17
2020-06-30,1,14
2020-07-01,1,11
2020-07-02,1,11
2020-07-03,1,5
2020-07-04,1,5
2020-07-05,1,15
2020-07-06,1,15
2020-07-07,1,11
2020-07-08,1,9
2020-07-09,1,13
2020-07-10,1,8
2020-07-11,1,9
2020-07-12,1,14
2020-07-13,1,11
2020-07-14,1,11
2020-07-15,1,16
2020-07-16,1,11
2020-07-17,1,13
2020-07-18,1,5
2020-07-19,1,13
2020-07-20,1,11
2020-07-21,1,14
2020-07-22,1,10
2020-07-23,1,10
2020-07-24,1,9
2020-07-25,1,8
2020-07-26,1,13
2020-07-27,1,11
2020-07-28,1,15
2020-07-29,1,11
2020-07-30,1,8
2020-07-31,1,10
2020-08-01,1,4
2020-08-02,1,13
2020-08-03,1,15
2020-08-04,1,19
2020-08-05,1,14
2020-08-06,1,14
2020-08-07,1,13
2020-08-08,1,7
2020-08-09,1,14
2020-08-10,1,13
2020-08-11,1,12
2020-08-12,1,13
2020-08-13,1,10
2020-08-14,1,13
2020-08-15,1,8
2020-08-16,1,16
2020-08-17,1,13
2020-08-18,1,6
2020-08-19,1,10
2020-08-20,1,13
2020-08-21,1,10
2020-08-22,1,11
2020-08-23,1,11
2020-08-24,1,10
2020-08-25,1,8
2020-08-26,1,12
2020-08-27,1,9
2020-08-28,1,7
2020-08-29,1,6
2020-08-30,1,13
2020-08-31,1,11
2020-09-01,1,10
2020-09-02,1,13
2020-09-03,1,9
2020-09-04,1,9
2020-09-05,1,10
2020-09-06,1,12
2020-09-07,1,11
2020-09-08,1,15
2020-09-09,1,16
2020-09-10,1,17
2020-09-11,1,6
2020-09-12,1,10
2020-09-13,1,11
2020-09-14,1,13
2020-09-15,1,10
2020-09-16,1,14
2020-09-17,1,14
2020-09-18,1,9
2020-09-19,1,10
2020-09-20,1,10
2020-09-21,1,14
2020-09-22,1,12
2020-09-23,1,12
2020-09-24,1,15
2020-09-25,1,10
2020-09-26,1,6
2020-09-27,1,10
2020-09-28,1,6
2020-09-29,1,17
2020-09-30,1,12
2020-10-01,1,14
2020-10-02,1,10
2020-10-03,1,10
2020-10-04,1,9
2020-10-05,1,11
2020-10-06,1,9
2020-10-07,1,10
2020-10-08,1,12
2020-10-09,1,11
2020-10-10,1,11
2020-10-11,1,10
2020-10-12,1,13
2020-10-13,1,11
2020-10-14,1,12
2020-10-15,1,16
2020-10-16,1,9
2020-10-17,1,9
2020-10-18,1,13
2020-10-19,1,12
2020-10-20,1,8
2020-10-21,1,9
2020-10-22,1,12
2020-10-23,1,7
2020-10-24,1,8
2020-10-25,1,14
2020-10-26,1,12
2020-10-27,1,11
2020-10-28,1,17
2020-10-29,1,11
2020-10-30,1,8
2020-10-31,1,11
2020-11-01,1,15
2020-11-02,1,11
2020-11-03,1,9
2020-11-04,1,15
2020-11-05,1,10
2020-11-06,1,10
2020-11-07,1,4
2020-11-08,1,9
2020-11-09,1,10
2020-11-10,1,12
2020-11-11,1,13
2020-11-12,1,10
2020-11-13,1,10
2020-11-14,1,8
2020-11-15,1,14
2020-11-16,1,11
2020-11-17,1,15
2020-11-18,1,15
2020-11-19,1,13
2020-11-20,1,7
2020-11-21,1,10
2020-11-22,1,16
2020-11-23,1,15
2020-11-24,1,11
2020-11-25,1,12
2020-11-26,1,9
2020-11-27,1,7
2020-11-28,1,6
2020-11-29,1,10
2020-11-30,1,15
2020-12-01,1,17
2020-12-02,1,13
2020-12-03,1,11
2020-12-04,1,9
2020-12-05,1,5
2020-12-06,1,16
2020-12-07,1,16
2020-12-08,1,12
2020-12-09,1,12
2020-12-10,1,16
2020-12-11,1,10
2020-12-12,1,11
2020-12-13,1,14
2020-12-14,1,11
2020-12-15,1,14
2020-12-16,1,14
2020-12-17,1,10
2020-12-18,1,7
2020-12-19,1,10
2020-12-20,1,15
2020-12-21,1,13
2020-12-22,1,5
2020-12-23,1,14
2020-12-24,1,12
2020-12-25,1,7
2020-12-26,1,6
2020-12-27,1,20
2020-12-28,1,16
2020-12-29,1,10
2020-12-30,1,16
2020-12-31,1,15
2021-01-01,1,9
2021-01-02,1,10
2021-01-03,1,19
2021-01-04,1,12
2021-01-05,1,17
2021-01-06,1,19
2021-01-07,1,15
2021-01-08,1,7
2021-01-09,1,10
2021-01-10,1,18
2021-01-11,1,14
2021-01-12,1,14
2021-01-13,1,16
2021-01-14,1,9
2021-01-15,1,11
2021-01-16,1,8
2021-01-17,1,18
2021-01-18,1,8
2021-01-19,1,6
2021-01-20,1,14
2021-01-21,1,15
2021-01-22,1,11
2021-01-23,1,8
2021-01-24,1,16
2021-01-25,1,9
2021-01-26,1,11
2021-01-27,1,11
2021-01-28,1,6
2021-01-29,1,9
2021-01-30,1,10
2021-01-31,1,15
2021-02-01,1,18
2021-02-02,1,12
2021-02-03,1,17
2021-02-04,1,12
2021-02-05,1,12
2021-02-06,1,12
2021-02-07,1,20
2021-02-08,1,11
2021-02-09,1,14
2021-02-10,1,14
2021-02-11,1,7
2021-02-12,1,7
2021-02-13,1,10
2021-02-14,1,11
2021-02-15,1,20
2021-02-16,1,16
2021-02-17,1,13
2021-02-18,1,10
2021-02-19,1,11
2021-02-20,1,7
2021-02-21,1,15
2021-02-22,1,13
2021-02-23,1,11
2021-02-24,1,7
2021-02-25,1,15
2021-02-26,1,14
2021-02-27,1,12
2021-02-28,1,15
2021-03-01,1,11
2021-03-02,1,13
2021-03-03,1,14
2021-03-04,1,11
2021-03-05,1,15
2021-03-06,1,11
2021-03-07,1,19
2021-03-08,1,16
2021-03-09,1,13
2021-03-10,1,17
2021-03-11,1,20
2021-03-12,1,7
2021-03-13,1,8
2021-03-14,1,13
2021-03-15,1,18
2021-03-16,1,12
2021-03-17,1,19
2021-03-18,1,11
2021-03-19,1,10
2021-03-20,1,8
2021-03-21,1,20
2021-03-22,1,12
2021-03-23,1,14
2021-03-24,1,13
2021-03-25,1,11
2021-03-26,1,7
2021-03-27,1,3
2021-03-28,1,12
2021-03-29,1,13
2021-03-30,1,9
2021-03-31,1,11
2021-04-01,1,14
2021-04-02,1,10
2021-04-03,1,10
2021-04-04,1,13
2021-04-05,1,13
2021-04-06,1,16
2021-04-07,1,16
2021-04-08,1,10
2021-04-09,1,12
2021-04-10,1,10
2021-04-11,1,13
2021-04-12,1,11
2021-04-13,1,9
2021-04-14,1,11
2021-04-15,1,6
2021-04-16,1,6
2021-04-17,1,8
2021-04-18,1,17
2021-04-19,1,14
2021-04-20,1,17
2021-04-21,1,13
2021-04-22,1,11
2021-04-23,1,7
2021-04-24,1,9
2021-04-25,1,18
2021-04-26,1,13
2021-04-27,1,10
2021-04-28,1,12
2021-04-29,1,9
2021-04-30,1,11
2021-05-01,1,8
2021-05-02,1,13
2021-05-03,1,11
2021-05-04,1,13
2021-05-05,1,9
2021-05-06,1,12
2021-05-07,1,10
2021-05-08,1,13
2021-05-09,1,10
2021-05-10,1,12
2021-05-11,1,10
2021-05-12,1,11
2021-05-13,1,9
2021-05-14,1,6
2021-05-15,1,8
2021-05-16,1,9
2021-05-17,1,4
2021-05-18,1,16
2021-05-19,1,13
2021-05-20,1,12
2021-05-21,1,15
2021-05-22,1,9
2021-05-23,1,17
2021-05-24,1,16
2021-05-25,1,12
2021-05-26,1,13
2021-05-27,1,11
2021-05-28,1,8
2021-05-29,1,7
2021-05-30,1,15
2021-05-31,1,10
2021-06-01,1,14
2021-06-02,1,9
2021-06-03,1,11
2021-06-04,1,8
2021-06-05,1,10
2021-06-06,1,12
2021-06-07,1,10
2021-06-08,1,12
2021-06-09,1,12
2021-06-10,1,12
2021-06-11,1,8
2021-06-12,1,11
2021-06-13,1,14
2021-06-14,1,13
2021-06-15,1,9
2021-06-16,1,16
2021-06-17,1,14
2021-06-18,1,9
2021-06-19,1,11
2021-06-20,1,11
2021-06-21,1,14
2021-06-22,1,17
2021-06-23,1,15
2021-06-24,1,4
2021-06-25,1,8
2021-06-26,1,9
2021-06-27,1,12
2021-06-28,1,13
2021-06-29,1,11
2021-06-30,1,13
2021-07-01,1,10
2021-07-02,1,10
2021-07-03,1,7
2021-07-04,1,16
2021-07-05,1,11
2021-07-06,1,12
2021-07-07,1,15
2021-07-08,1,12
2021-07-09,1,7
2021-07-10,1,11
2021-07-11,1,17
2021-07-12,1,15
2021-07-13,1,10
2021-07-14,1,20
2021-07-15,1,10
2021-07-16,1,12
2021-07-17,1,11
2021-07-18,1,12
2021-07-19,1,10
2021-07-20,1,13
2021-07-21,1,15
2021-07-22,1,12
2021-07-23,1,10
2021-07-24,1,12
2021-07-25,1,13
2021-07-26,1,14
2021-07-27,1,18
2021-07-28,1,17
2021-07-29,1,9
2021-07-30,1,14
2021-07-31,1,9
2021-08-01,1,20
2021-08-02,1,13
2021-08-03,1,14
2021-08-04,1,11
2021-08-05,1,10
2021-08-06,1,11
2021-08-07,1,10
2021-08-08,1,16
2021-08-09,1,12
2021-08-10,1,14
2021-08-11,1,10
2021-08-12,1,9
2021-08-13,1,9
2021-08-14,1,10
2021-08-15,1,17
2021-08-16,1,11
2021-08-17,1,14
2021-08-18,1,9
2021-08-19,1,11
2021-08-20,1,11
2021-08-21,1,11
2021-08-22,1,12
2021-08-23,1,14
2021-08-24,1,10
2021-08-25,1,11
2021-08-26,1,13
2021-08-27,1,16
2021-08-28,1,8
2021-08-29,1,17
2021-08-30,1,13
2021-08-31,1,13
2021-09-01,1,11
2021-09-02,1,13
2021-09-03,1,13
2021-09-04,1,10
2021-09-05,1,18
2021-09-06,1,9
2021-09-07,1,7
2021-09-08,1,13
2021-09-09,1,15
2021-09-10,1,15
2021-09-11,1,10
2021-09-12,1,23
2021-09-13,1,20
2021-09-14,1,9
2021-09-15,1,12
2021-09-16,1,9
2021-09-17,1,16
2021-09-18,1,12
2021-09-19,1,16
2021-09-20,1,11
2021-09-21,1,9
2021-09-22,1,14
2021-09-23,1,13
2021-09-24,1,10
2021-09-25,1,9
2021-09-26,1,8
2021-09-27,1,7
2021-09-28,1,3
2021-09-29,1,12
2021-09-30,1,7
2021-10-01,1,5
2021-10-06,1,1
2021-10-27,1,4
2021-10-28,1,7
2021-10-29,1,8
2021-10-30,1,8
2021-10-31,1,8
2021-11-01,1,4
2021-11-02,1,10
2021-11-03,1,12
2021-11-04,1,7
2021-11-05,1,9
2021-11-06,1,4
2021-11-07,1,7
2021-11-08,1,8
2021-11-09,1,10
2021-11-10,1,6
2021-11-11,1,2
2021-11-12,1,6
2021-11-13,1,4
2021-11-14,1,8
2021-11-15,1,10
2021-11-16,1,6
2021-11-17,1,5
2021-11-18,1,4
2021-11-19,1,4
2021-11-20,1,6
2021-11-21,1,11
2021-11-22,1,4
2021-11-23,1,11
2021-11-24,1,7
2021-11-25,1,8
2021-11-26,1,7
2021-11-27,1,6
2021-11-28,1,10
2021-11-29,1,12
2021-11-30,1,14
2021-12-01,1,8
2021-12-02,1,12
2021-12-03,1,9
2021-12-04,1,8
2021-12-05,1,12
2021-12-06,1,11
2021-12-07,1,6
2021-12-08,1,10
2021-12-09,1,7
2021-12-10,1,9
2021-12-11,1,3
2021-12-12,1,9
2021-12-13,1,10
2021-12-14,1,12
2021-12-15,1,9
2021-12-16,1,4
2021-12-17,1,10
2021-12-18,1,7
2021-12-19,1,9
2021-12-20,1,6
2021-12-21,1,5
2021-12-22,1,7
2021-12-23,1,7
2021-12-24,1,9
2021-12-25,1,2
2021-12-26,1,10
2021-12-27,1,8
2021-12-28,1,10
2021-12-29,1,8
2021-12-30,1,10
2021-12-31,1,9
2022-01-01,1,2
2022-01-02,1,5
2022-01-03,1,5
2022-01-04,1,7
2022-01-05,1,10
2022-01-06,1,15
2022-01-07,1,11
2022-01-08,1,12
2022-01-09,1,19
2022-01-10,1,12
2022-01-11,1,12
2022-01-12,1,13
2022-01-13,1,12
2022-01-14,1,13
2022-01-15,1,10
2022-01-16,1,17
2022-01-17,1,13
2022-01-18,1,16
2022-01-19,1,12
2022-01-20,1,10
2022-01-21,1,11
2022-01-22,1,7
2022-01-23,1,18
2022-01-24,1,14
2022-01-25,1,16
2022-01-26,1,14
2022-01-27,1,16
2022-01-28,1,18
2022-01-29,1,9
2022-01-30,1,21
2022-01-31,1,16
2022-02-01,1,17
2022-02-02,1,17
2022-02-03,1,18
2022-02-04,1,14
2022-02-05,1,10
2022-02-06,1,20
2022-02-07,1,19
2022-02-08,1,17
2022-02-09,1,19
2022-02-10,1,18
2022-02-11,1,8
2022-02-12,1,10
2022-02-13,1,12
2022-02-14,1,22
2022-02-15,1,17
2022-02-16,1,15
2022-02-17,1,18
2022-02-18,1,11
2022-02-19,1,12
2022-02-20,1,18
2022-02-21,1,19
2022-02-22,1,12
2022-02-23,1,14
2022-02-24,1,10
2022-02-25,1,10
2022-02-26,1,9
2022-02-27,1,16
2022-02-28,1,16
2022-03-01,1,17
2022-03-02,1,17
2022-03-03,1,12
2022-03-04,1,10
2022-03-05,1,10
2022-03-06,1,14
2022-03-07,1,20
2022-03-08,1,18
2022-03-09,1,13
2022-03-10,1,16
2022-03-11,1,11
2022-03-12,1,8
2022-03-13,1,14
2022-03-14,1,9
2022-03-15,1,17
2022-03-16,1,12
2022-03-17,1,8
2022-03-18,1,7
2022-03-19,1,6
2022-03-20,1,14
2022-03-21,1,14
2022-03-22,1,14
2022-03-23,1,16
2022-03-24,1,17
2022-03-25,1,13
2022-03-26,1,12
2022-03-27,1,11
2022-03-28,1,12
2022-03-29,1,16
2022-03-30,1,18
2022-03-31,1,16
2022-04-01,1,13
2022-04-02,1,9
2022-04-03,1,13
2022-04-04,1,17
2022-04-05,1,15
2022-04-06,1,13
2022-04-07,1,17
2022-04-08,1,12
2022-04-09,1,10
2022-04-10,1,14
2022-04-11,1,11
2022-04-12,1,13
2022-04-13,1,13
2022-04-14,1,11
2022-04-15,1,7
2022-04-16,1,8
2022-04-17,1,14
2022-04-18,1,10
2022-04-19,1,17
2022-04-20,1,11
2022-04-21,1,13
2022-04-22,1,8
2022-04-23,1,13
2022-04-24,1,19
2022-04-25,1,14
2022-04-26,1,14
2022-04-27,1,12
2022-04-28,1,15
2022-04-29,1,11
2022-04-30,1,11
2022-05-01,1,12
2022-05-02,1,17
2022-05-03,1,17
2022-05-04,1,13
2022-05-05,1,8
2022-05-06,1,11
2022-05-07,1,16
2022-05-08,1,20
2022-05-09,1,9
2022-05-10,1,11
2022-05-11,1,14
2022-05-12,1,10
2022-05-13,1,7
2022-05-14,1,8
2022-05-15,1,13
2022-05-16,1,20
2022-05-17,1,10
2022-05-18,1,11
2022-05-19,1,11
2022-05-20,1,11
2022-05-21,1,12
2022-05-22,1,11
2022-05-23,1,14
2022-05-24,1,14
2022-05-25,1,14
2022-05-26,1,13
2022-05-27,1,7
2022-05-28,1,7
2022-05-29,1,12
2022-05-30,1,14
2022-05-31,1,14
2022-06-01,1,14
2022-06-02,1,17
2022-06-03,1,7
2022-06-04,1,9
2022-06-05,1,13
2022-06-06,1,14
2022-06-07,1,12
2022-06-08,1,10
2022-06-09,1,18
2022-06-10,1,13
2022-06-11,1,10
2022-06-12,1,14
2022-06-13,1,18
2022-06-14,1,13
2022-06-15,1,12
2022-06-16,1,13
2022-06-17,1,10
2022-06-18,1,13
2022-06-19,1,17
2022-06-20,1,16
2022-06-21,1,15
2022-06-22,1,17
2022-06-23,1,13
2022-06-24,1,13
2022-06-25,1,6
2022-06-26,1,15
2022-06-27,1,15
2022-06-28,1,18
2022-06-29,1,14
2022-06-30,1,17
2022-07-01,1,14
2022-07-02,1,12
2022-07-03,1,16
2022-07-04,1,17
2022-07-05,1,12
2022-07-06,1,14
2022-07-07,1,17
2022-07-08,1,9
2022-07-09,1,9
2022-07-10,1,14
2022-07-11,1,14
2022-07-12,1,15
2022-07-13,1,14
2022-07-14,1,12
2022-07-15,1,10
2022-07-16,1,8
2022-07-17,1,14
2022-07-18,1,13
2022-07-19,1,16
2022-07-20,1,16
2022-07-21,1,12
2022-07-22,1,10
2022-07-23,1,13
2022-07-24,1,19
2022-07-25,1,14
2022-07-26,1,17
2022-07-27,1,14
2022-07-28,1,15
2022-07-29,1,12
2022-07-30,1,8
2022-07-31,1,13
2022-08-01,1,20
2022-08-02,1,12
2022-08-03,1,11
2022-08-04,1,14
2022-08-05,1,11
2022-08-06,1,13
2022-08-07,1,12
2022-08-08,1,17
2022-08-09,1,14
2022-08-10,1,13
2022-08-11,1,14
2022-08-12,1,14
2022-08-13,1,8
2022-08-14,1,14
2022-08-15,1,16
2022-08-16,1,15
2022-08-17,1,12
2022-08-18,1,11
2022-08-19,1,10
2022-08-20,1,11
2022-08-21,1,12
2022-08-22,1,15
2022-08-23,1,14
2022-08-24,1,10
2022-08-25,1,12
2022-08-26,1,5
2022-08-27,1,11
2022-08-28,1,8
2022-08-29,1,12
2022-08-30,1,12
2022-08-31,1,8
2022-09-01,1,13
2022-09-02,1,9
2022-09-03,1,8
2022-09-04,1,8
2022-09-05,1,12
2022-09-06,1,8
2022-09-07,1,11
2022-09-08,1,13
2022-09-09,1,6
2022-09-10,1,9
2022-09-11,1,15
2022-09-12,1,12
2022-09-13,1,13
2022-09-14,1,10
2022-09-15,1,13
2022-09-16,1,9
2022-09-17,1,9
2022-09-18,1,14
2022-09-19,1,17
2022-09-20,1,10
2022-09-21,1,9
2022-09-22,1,13
2022-09-23,1,7
2022-09-24,1,8
2022-09-25,1,7
2022-09-26,1,9
2022-09-27,1,9
2022-09-28,1,8
2022-09-29,1,15
2022-09-30,1,13
2022-10-01,1,8
2022-10-02,1,11
2022-10-03,1,14
2022-10-04,1,8
2022-10-05,1,9
2022-10-06,1,13
2022-10-07,1,12
2022-10-08,1,14
2022-10-09,1,7
2022-10-10,1,6
2022-10-11,1,10
2022-10-12,1,13
2022-10-13,1,7
2022-10-14,1,10
2022-10-15,1,12
2022-10-16,1,13
2022-10-17,1,10
2022-10-18,1,17
2022-10-19,1,13
2022-10-20,1,9
2022-10-21,1,12
2022-10-22,1,8
2022-10-23,1,12
2022-10-24,1,9
2022-10-25,1,13
2022-10-26,1,12
2022-10-27,1,13
2022-10-28,1,11
2022-10-29,1,8
2022-10-30,1,16
2022-10-31,1,14
2022-11-01,1,9
2022-11-02,1,13
2022-11-03,1,12
2022-11-04,1,8
2022-11-05,1,11
2022-11-06,1,10
2022-11-07,1,9
2022-11-08,1,18
2022-11-09,1,13
2022-11-10,1,6
2022-11-11,1,9
2022-11-12,1,8
2022-11-13,1,13
2022-11-14,1,13
2022-11-15,1,11
2022-11-16,1,11
2022-11-17,1,8
2022-11-18,1,9
2022-11-19,1,14
2022-11-20,1,11
2022-11-21,1,13
2022-11-22,1,13
2022-11-23,1,13
2022-11-24,1,11
2022-11-25,1,13
2022-11-26,1,8
2022-11-27,1,16
2022-11-28,1,14
2022-11-29,1,11
2022-11-30,1,11
2022-12-01,1,6
2022-12-02,1,9
2022-12-03,1,11
2022-12-04,1,17
2022-12-05,1,10
2022-12-06,1,9
2022-12-07,1,15
2022-12-08,1,7
2022-12-09,1,9
2022-12-10,1,7
2022-12-11,1,14
2022-12-12,1,13
2022-12-13,1,17
2022-12-14,1,14
2022-12-15,1,14
2022-12-16,1,8
2022-12-17,1,8
2022-12-18,1,11
2022-12-19,1,12
2022-12-20,1,12
2022-12-21,1,12
2022-12-22,1,12
2022-12-23,1,10
2022-12-24,1,8
2022-12-25,1,10
2022-12-26,1,12
2022-12-27,1,10
2022-12-28,1,14
2022-12-29,1,11
2022-12-30,1,12
2022-12-31,1,7
2023-01-01,1,16
2023-01-02,1,15
2023-01-03,1,11
2023-01-04,1,13
2023-01-05,1,15
2023-01-06,1,9
2023-01-07,1,12
2023-01-08,1,11
2023-01-09,1,16
2023-01-10,1,13
2023-01-11,1,14
2023-01-12,1,12
2023-01-13,1,8
2023-01-14,1,9
2023-01-15,1,12
2023-01-16,1,12
2023-01-17,1,15
2023-01-18,1,11
2023-01-19,1,13
2023-01-20,1,12
2023-01-21,1,13
2023-01-22,1,13
2023-01-23,1,11
2023-01-24,1,15
2023-01-25,1,14
2023-01-26,1,13
2023-01-27,1,12
2023-01-28,1,12
2023-01-29,1,14
2023-01-30,1,13
2023-01-31,1,12
2023-02-01,1,13
2023-02-02,1,9
2023-02-03,1,11
2023-02-04,1,7
2023-02-05,1,13
2023-02-06,1,10
2023-02-07,1,2
2023-02-08,1,13
2023-02-09,1,12
2023-02-10,1,11
2023-02-11,1,8
2023-02-12,1,16
2023-02-13,1,19
2023-02-14,1,13
2023-02-15,1,13
2023-02-16,1,11
2023-02-17,1,8
2023-02-18,1,8
2023-02-19,1,12
2023-02-20,1,15
2023-02-21,1,13
2023-02-22,1,16
2023-02-23,1,10
2023-02-24,1,11
2023-02-25,1,8
2023-02-26,1,13
2023-02-27,1,12
2023-02-28,1,12
2023-03-01,1,15
2023-03-02,1,15
2023-03-03,1,11
2023-03-04,1,13
2023-03-05,1,19
2023-03-06,1,14
2023-03-07,1,10
2023-03-08,1,12
2023-03-09,1,14
2023-03-10,1,10
2023-03-11,1,10
