Date,Unit,Amount Of Patients,Occupation Rate
2023-01-20 07:00:00,5,37,0.925
2023-01-20 07:00:00,1,32,0.8
2023-01-20 07:00:00,3,33,0.825
2023-01-21 07:00:00,4,24,0.6
2023-01-21 07:00:00,2,31,0.775
2023-01-21 07:00:00,5,46,1.15
2023-01-21 07:00:00,1,35,0.875
2023-01-21 07:00:00,3,38,0.95
2023-01-22 07:00:00,4,27,0.675
2023-01-22 07:00:00,2,35,0.875
2023-01-22 07:00:00,5,47,1.175
2023-01-22 07:00:00,1,42,1.05
2023-01-22 07:00:00,3,43,1.075
2023-01-23 07:00:00,4,20,0.5
2023-01-23 07:00:00,2,37,0.925
2023-01-23 07:00:00,5,39,0.975
2023-01-23 07:00:00,1,36,0.9
2023-01-23 07:00:00,3,39,0.975
2023-01-24 07:00:00,4,26,0.65
2023-01-24 07:00:00,2,33,0.825
2023-01-24 07:00:00,5,36,0.9
2023-01-24 07:00:00,1,34,0.85
2023-01-24 07:00:00,3,36,0.9
2023-01-25 07:00:00,4,25,0.625
2023-01-25 07:00:00,2,29,0.725
2023-01-25 07:00:00,5,36,0.9
2023-01-25 07:00:00,1,39,0.975
2023-01-25 07:00:00,3,34,0.85
2023-01-26 07:00:00,4,24,0.6
2023-01-26 07:00:00,2,28,0.7
2023-01-26 07:00:00,5,39,0.975
2023-01-26 07:00:00,1,40,1.0
2023-01-26 07:00:00,3,41,1.025
2023-01-27 07:00:00,4,25,0.625
2023-01-27 07:00:00,2,28,0.7
2023-01-27 07:00:00,5,31,0.775
2023-01-27 07:00:00,1,37,0.925
2023-01-27 07:00:00,3,31,0.775
2023-01-28 07:00:00,4,27,0.675
2023-01-28 07:00:00,2,28,0.7
2023-01-28 07:00:00,5,34,0.85
2023-01-28 07:00:00,1,33,0.825
2023-01-28 07:00:00,3,33,0.825
2023-01-29 07:00:00,4,28,0.7
2023-01-29 07:00:00,2,37,0.925
2023-01-29 07:00:00,5,42,1.05
2023-01-29 07:00:00,1,35,0.875
2023-01-29 07:00:00,3,40,1.0
2023-01-30 07:00:00,4,29,0.725
2023-01-30 07:00:00,2,36,0.9
2023-01-30 07:00:00,5,41,1.025
2023-01-30 07:00:00,1,37,0.925
2023-01-30 07:00:00,3,38,0.95
2023-01-31 07:00:00,4,26,0.65
2023-01-31 07:00:00,2,36,0.9
2023-01-31 07:00:00,5,35,0.875
2023-01-31 07:00:00,1,38,0.95
2023-01-31 07:00:00,3,32,0.8
2023-02-01 07:00:00,4,25,0.625
2023-02-01 07:00:00,2,28,0.7
2023-02-01 07:00:00,5,35,0.875
2023-02-01 07:00:00,1,30,0.75
2023-02-01 07:00:00,3,32,0.8
2023-02-02 07:00:00,4,24,0.6
2023-02-02 07:00:00,2,30,0.75
2023-02-02 07:00:00,5,33,0.825
2023-02-02 07:00:00,1,30,0.75
2023-02-02 07:00:00,3,33,0.825
2023-02-03 07:00:00,4,24,0.6
2023-02-03 07:00:00,2,26,0.65
2023-02-03 07:00:00,5,26,0.65
2023-02-03 07:00:00,1,32,0.8
2023-02-03 07:00:00,3,25,0.625
2023-02-04 07:00:00,4,23,0.575
2023-02-04 07:00:00,2,28,0.7
2023-02-04 07:00:00,5,25,0.625
2023-02-04 07:00:00,1,25,0.625
2023-02-04 07:00:00,3,21,0.525
2023-02-05 07:00:00,4,24,0.6
2023-02-05 07:00:00,2,33,0.825
2023-02-05 07:00:00,5,29,0.725
2023-02-05 07:00:00,1,26,0.65
2023-02-05 07:00:00,3,24,0.6
2023-02-06 07:00:00,4,27,0.675
2023-02-06 07:00:00,2,37,0.925
2023-02-06 07:00:00,5,30,0.75
2023-02-06 07:00:00,1,33,0.825
2023-02-06 07:00:00,3,26,0.65
2023-02-07 07:00:00,4,27,0.675
2023-02-07 07:00:00,2,35,0.875
2023-02-07 07:00:00,5,36,0.9
2023-02-07 07:00:00,1,25,0.625
2023-02-07 07:00:00,3,27,0.675
2023-02-08 07:00:00,4,26,0.65
2023-02-08 07:00:00,2,30,0.75
2023-02-08 07:00:00,5,35,0.875
2023-02-08 07:00:00,1,26,0.65
2023-02-08 07:00:00,3,25,0.625
2023-02-09 07:00:00,4,29,0.725
2023-02-09 07:00:00,2,29,0.725
2023-02-09 07:00:00,5,34,0.85
2023-02-09 07:00:00,1,27,0.675
2023-02-09 07:00:00,3,23,0.575
2023-02-10 07:00:00,4,31,0.775
2023-02-10 07:00:00,2,27,0.675
2023-02-10 07:00:00,5,32,0.8
2023-02-10 07:00:00,1,30,0.75
2023-02-10 07:00:00,3,23,0.575
2023-02-11 07:00:00,4,28,0.7
2023-02-11 07:00:00,2,32,0.8
2023-02-11 07:00:00,5,32,0.8
2023-02-11 07:00:00,1,35,0.875
2023-02-11 07:00:00,3,29,0.725
2023-02-12 07:00:00,4,34,0.85
2023-02-12 07:00:00,2,38,0.95
2023-02-12 07:00:00,5,37,0.925
2023-02-12 07:00:00,1,40,1.0
2023-02-12 07:00:00,3,31,0.775
2023-02-13 07:00:00,4,35,0.875
2023-02-13 07:00:00,2,39,0.975
2023-02-13 07:00:00,5,41,1.025
2023-02-13 07:00:00,1,37,0.925
2023-02-13 07:00:00,3,37,0.925
2023-02-14 07:00:00,4,36,0.9
2023-02-14 07:00:00,2,37,0.925
2023-02-14 07:00:00,5,40,1.0
2023-02-14 07:00:00,1,39,0.975
2023-02-14 07:00:00,3,37,0.925
2023-02-15 07:00:00,4,29,0.725
2023-02-15 07:00:00,2,34,0.85
2023-02-15 07:00:00,5,37,0.925
2023-02-15 07:00:00,1,31,0.775
2023-02-15 07:00:00,3,30,0.75
2023-02-16 07:00:00,4,31,0.775
2023-02-16 07:00:00,2,34,0.85
2023-02-16 07:00:00,5,31,0.775
2023-02-16 07:00:00,1,32,0.8
2023-02-16 07:00:00,3,28,0.7
2023-02-17 07:00:00,4,22,0.55
2023-02-17 07:00:00,2,26,0.65
2023-02-17 07:00:00,5,29,0.725
2023-02-17 07:00:00,1,33,0.825
2023-02-17 07:00:00,3,26,0.65
2023-02-18 07:00:00,4,21,0.525
2023-02-18 07:00:00,2,24,0.6
2023-02-18 07:00:00,5,29,0.725
2023-02-18 07:00:00,1,28,0.7
2023-02-18 07:00:00,3,22,0.55
2023-02-19 07:00:00,4,27,0.675
2023-02-19 07:00:00,2,31,0.775
2023-02-19 07:00:00,5,34,0.85
2023-02-19 07:00:00,1,31,0.775
2023-02-19 07:00:00,3,22,0.55
2023-02-20 07:00:00,4,30,0.75
2023-02-20 07:00:00,2,32,0.8
2023-02-20 07:00:00,5,36,0.9
2023-02-20 07:00:00,1,29,0.725
2023-02-20 07:00:00,3,30,0.75
2023-02-21 07:00:00,4,22,0.55
2023-02-21 07:00:00,2,34,0.85
2023-02-21 07:00:00,5,35,0.875
2023-02-21 07:00:00,1,35,0.875
2023-02-21 07:00:00,3,31,0.775
2023-02-22 07:00:00,4,22,0.55
2023-02-22 07:00:00,2,31,0.775
2023-02-22 07:00:00,5,28,0.7
2023-02-22 07:00:00,1,30,0.75
2023-02-22 07:00:00,3,33,0.825
2023-02-23 07:00:00,4,24,0.6
2023-02-23 07:00:00,2,26,0.65
2023-02-23 07:00:00,5,35,0.875
2023-02-23 07:00:00,1,35,0.875
2023-02-23 07:00:00,3,27,0.675
2023-02-24 07:00:00,4,25,0.625
2023-02-24 07:00:00,2,29,0.725
2023-02-24 07:00:00,5,30,0.75
2023-02-24 07:00:00,1,28,0.7
2023-02-24 07:00:00,3,27,0.675
2023-02-25 07:00:00,4,25,0.625
2023-02-25 07:00:00,2,30,0.75
2023-02-25 07:00:00,5,29,0.725
2023-02-25 07:00:00,1,25,0.625
2023-02-25 07:00:00,3,30,0.75
2023-02-26 07:00:00,4,27,0.675
2023-02-26 07:00:00,2,31,0.775
2023-02-26 07:00:00,5,36,0.9
2023-02-26 07:00:00,1,32,0.8
2023-02-26 07:00:00,3,35,0.875
2023-02-27 07:00:00,4,29,0.725
2023-02-27 07:00:00,2,34,0.85
2023-02-27 07:00:00,5,40,1.0
2023-02-27 07:00:00,1,29,0.725
2023-02-27 07:00:00,3,33,0.825
2023-02-28 07:00:00,4,30,0.75
2023-02-28 07:00:00,2,34,0.85
2023-02-28 07:00:00,5,41,1.025
2023-02-28 07:00:00,1,31,0.775
2023-02-28 07:00:00,3,32,0.8
2023-03-01 07:00:00,4,30,0.75
2023-03-01 07:00:00,2,32,0.8
2023-03-01 07:00:00,5,38,0.95
2023-03-01 07:00:00,1,28,0.7
2023-03-01 07:00:00,3,26,0.65
2023-03-02 07:00:00,4,30,0.75
2023-03-02 07:00:00,2,39,0.975
2023-03-02 07:00:00,5,33,0.825
2023-03-02 07:00:00,1,29,0.725
2023-03-02 07:00:00,3,32,0.8
2023-03-03 07:00:00,4,28,0.7
2023-03-03 07:00:00,2,34,0.85
2023-03-03 07:00:00,5,33,0.825
2023-03-03 07:00:00,1,23,0.575
2023-03-03 07:00:00,3,29,0.725
2023-03-04 07:00:00,4,31,0.775
2023-03-04 07:00:00,2,34,0.85
2023-03-04 07:00:00,5,31,0.775
2023-03-04 07:00:00,1,30,0.75
2023-03-04 07:00:00,3,27,0.675
2023-03-05 07:00:00,4,33,0.825
2023-03-05 07:00:00,2,40,1.0
2023-03-05 07:00:00,5,38,0.95
2023-03-05 07:00:00,1,35,0.875
2023-03-05 07:00:00,3,32,0.8
2023-03-06 07:00:00,4,28,0.7
2023-03-06 07:00:00,2,40,1.0
2023-03-06 07:00:00,5,39,0.975
2023-03-06 07:00:00,1,35,0.875
2023-03-06 07:00:00,3,36,0.9
2023-03-07 07:00:00,4,23,0.575
2023-03-07 07:00:00,2,31,0.775
2023-03-07 07:00:00,5,38,0.95
2023-03-07 07:00:00,1,32,0.8
2023-03-07 07:00:00,3,32,0.8
2023-03-08 07:00:00,4,21,0.525
2023-03-08 07:00:00,2,25,0.625
2023-03-08 07:00:00,5,36,0.9
2023-03-08 07:00:00,1,27,0.675
2023-03-08 07:00:00,3,38,0.95
2023-03-09 07:00:00,4,22,0.55
2023-03-09 07:00:00,2,26,0.65
2023-03-09 07:00:00,5,35,0.875
2023-03-09 07:00:00,1,29,0.725
2023-03-09 07:00:00,3,34,0.85
2023-03-10 07:00:00,4,26,0.65
2023-03-10 07:00:00,2,24,0.6
2023-03-10 07:00:00,5,35,0.875
2023-03-10 07:00:00,1,28,0.7
2023-03-10 07:00:00,3,33,0.825
2023-03-11 07:00:00,4,24,0.6
2023-03-11 07:00:00,2,22,0.55
2023-03-11 07:00:00,5,34,0.85
2023-03-11 07:00:00,1,23,0.575
2023-03-11 07:00:00,3,25,0.625
2023-03-12 07:00:00,4,28,0.7
2023-03-12 07:00:00,2,28,0.7
2023-03-12 07:00:00,5,41,1.025
2023-03-12 07:00:00,1,32,0.8
2023-03-12 07:00:00,3,33,0.825
2023-03-13 07:00:00,4,28,0.7
2023-03-13 07:00:00,2,29,0.725
2023-03-13 07:00:00,5,36,0.9
2023-03-13 07:00:00,1,32,0.8
2023-03-13 07:00:00,3,29,0.725
2023-03-14 07:00:00,4,29,0.725
2023-03-14 07:00:00,2,31,0.775
2023-03-14 07:00:00,5,35,0.875
2023-03-14 07:00:00,1,32,0.8
2023-03-14 07:00:00,3,34,0.85
2023-03-15 07:00:00,4,28,0.7
2023-03-15 07:00:00,2,30,0.75
2023-03-15 07:00:00,5,32,0.8
2023-03-15 07:00:00,1,28,0.7
2023-03-15 07:00:00,3,30,0.75
2023-03-16 07:00:00,4,27,0.675
2023-03-16 07:00:00,2,34,0.85
2023-03-16 07:00:00,5,32,0.8
2023-03-16 07:00:00,1,30,0.75
2023-03-16 07:00:00,3,30,0.75
2023-03-17 07:00:00,4,27,0.675
2023-03-17 07:00:00,2,25,0.625
2023-03-17 07:00:00,5,31,0.775
2023-03-17 07:00:00,1,31,0.775
2023-03-17 07:00:00,3,26,0.65
2023-03-18 07:00:00,4,30,0.75
2023-03-18 07:00:00,2,27,0.675
2023-03-18 07:00:00,5,30,0.75
2023-03-18 07:00:00,1,29,0.725
2023-03-18 07:00:00,3,30,0.75
2023-03-19 07:00:00,4,28,0.7
2023-03-19 07:00:00,2,29,0.725
2023-03-19 07:00:00,5,32,0.8
2023-03-19 07:00:00,1,25,0.625
2023-03-19 07:00:00,3,33,0.825
2023-03-20 07:00:00,4,31,0.775
2023-03-20 07:00:00,2,32,0.8
2023-03-20 07:00:00,5,38,0.95
2023-03-20 07:00:00,1,33,0.825
2023-03-20 07:00:00,3,33,0.825
2023-03-21 07:00:00,4,24,0.6
2023-03-21 07:00:00,2,37,0.925
2023-03-21 07:00:00,5,35,0.875
2023-03-21 07:00:00,1,30,0.75
2023-03-21 07:00:00,3,29,0.725
2023-03-22 07:00:00,4,29,0.725
2023-03-22 07:00:00,2,37,0.925
2023-03-22 07:00:00,5,35,0.875
2023-03-22 07:00:00,1,34,0.85
2023-03-22 07:00:00,3,34,0.85
2023-03-23 07:00:00,4,26,0.65
2023-03-23 07:00:00,2,35,0.875
2023-03-23 07:00:00,5,36,0.9
2023-03-23 07:00:00,1,31,0.775
2023-03-23 07:00:00,3,27,0.675
2023-03-24 07:00:00,4,31,0.775
2023-03-24 07:00:00,2,32,0.8
2023-03-24 07:00:00,5,34,0.85
2023-03-24 07:00:00,1,29,0.725
2023-03-24 07:00:00,3,27,0.675
2023-03-25 07:00:00,4,33,0.825
2023-03-25 07:00:00,2,36,0.9
2023-03-25 07:00:00,5,37,0.925
2023-03-25 07:00:00,1,31,0.775
2023-03-25 07:00:00,3,35,0.875
2023-03-26 07:00:00,4,34,0.85
2023-03-26 07:00:00,2,38,0.95
2023-03-26 07:00:00,5,40,1.0
2023-03-26 07:00:00,1,35,0.875
2023-03-26 07:00:00,3,37,0.925
2023-03-27 07:00:00,4,31,0.775
2023-03-27 07:00:00,2,41,1.025
2023-03-27 07:00:00,5,37,0.925
2023-03-27 07:00:00,1,37,0.925
2023-03-27 07:00:00,3,38,0.95
2023-03-28 07:00:00,4,24,0.6
2023-03-28 07:00:00,2,29,0.725
2023-03-28 07:00:00,5,35,0.875
2023-03-28 07:00:00,1,32,0.8
2023-03-28 07:00:00,3,26,0.65
2023-03-29 07:00:00,4,24,0.6
2023-03-29 07:00:00,2,26,0.65
2023-03-29 07:00:00,5,34,0.85
2023-03-29 07:00:00,1,23,0.575
2023-03-29 07:00:00,3,25,0.625
2023-03-30 07:00:00,4,21,0.525
2023-03-30 07:00:00,2,31,0.775
2023-03-30 07:00:00,5,35,0.875
2023-03-30 07:00:00,1,25,0.625
2023-03-30 07:00:00,3,27,0.675
2023-03-31 07:00:00,4,21,0.525
2023-03-31 07:00:00,2,31,0.775
2023-03-31 07:00:00,5,35,0.875
2023-03-31 07:00:00,1,26,0.65
2023-03-31 07:00:00,3,31,0.775
2023-04-01 07:00:00,4,23,0.575
2023-04-01 07:00:00,2,30,0.75
2023-04-01 07:00:00,5,32,0.8
2023-04-01 07:00:00,1,25,0.625
2023-04-01 07:00:00,3,27,0.675
2023-04-02 07:00:00,4,24,0.6
2023-04-02 07:00:00,2,34,0.85
2023-04-02 07:00:00,5,38,0.95
2023-04-02 07:00:00,1,29,0.725
2023-04-02 07:00:00,3,33,0.825
2023-04-03 07:00:00,4,28,0.7
2023-04-03 07:00:00,2,38,0.95
2023-04-03 07:00:00,5,35,0.875
2023-04-03 07:00:00,1,36,0.9
2023-04-03 07:00:00,3,29,0.725
2023-04-04 07:00:00,4,23,0.575
2023-04-04 07:00:00,2,36,0.9
2023-04-04 07:00:00,5,37,0.925
2023-04-04 07:00:00,1,35,0.875
2023-04-04 07:00:00,3,31,0.775
2023-04-05 07:00:00,4,19,0.475
2023-04-05 07:00:00,2,35,0.875
2023-04-05 07:00:00,5,37,0.925
2023-04-05 07:00:00,1,35,0.875
2023-04-05 07:00:00,3,32,0.8
2023-04-06 07:00:00,4,22,0.55
2023-04-06 07:00:00,2,23,0.575
2023-04-06 07:00:00,5,26,0.65
2023-04-06 07:00:00,1,25,0.625
2023-04-06 07:00:00,3,20,0.5
2023-04-07 07:00:00,4,20,0.5
2023-04-07 07:00:00,2,27,0.675
2023-04-07 07:00:00,5,33,0.825
2023-04-07 07:00:00,1,30,0.75
2023-04-07 07:00:00,3,26,0.65
2023-04-08 07:00:00,4,23,0.575
2023-04-08 07:00:00,2,33,0.825
2023-04-08 07:00:00,5,35,0.875
2023-04-08 07:00:00,1,31,0.775
2023-04-08 07:00:00,3,32,0.8
2023-04-09 07:00:00,4,28,0.7
2023-04-09 07:00:00,2,39,0.975
2023-04-09 07:00:00,5,41,1.025
2023-04-09 07:00:00,1,37,0.925
2023-04-09 07:00:00,3,32,0.8
2023-04-10 07:00:00,4,27,0.675
2023-04-10 07:00:00,2,38,0.95
2023-04-10 07:00:00,5,41,1.025
2023-04-10 07:00:00,1,40,1.0
2023-04-10 07:00:00,3,35,0.875
2023-04-11 07:00:00,4,26,0.65
2023-04-11 07:00:00,2,37,0.925
2023-04-11 07:00:00,5,36,0.9
2023-04-11 07:00:00,1,35,0.875
2023-04-11 07:00:00,3,28,0.7
2023-04-12 07:00:00,4,28,0.7
2023-04-12 07:00:00,2,35,0.875
2023-04-12 07:00:00,5,31,0.775
2023-04-12 07:00:00,1,31,0.775
2023-04-12 07:00:00,3,25,0.625
2023-04-13 07:00:00,4,28,0.7
2023-04-13 07:00:00,2,36,0.9
2023-04-13 07:00:00,5,37,0.925
2023-04-13 07:00:00,1,36,0.9
2023-04-13 07:00:00,3,27,0.675
2023-04-14 07:00:00,4,34,0.85
2023-04-14 07:00:00,2,35,0.875
2023-04-14 07:00:00,5,36,0.9
2023-04-14 07:00:00,1,34,0.85
2023-04-14 07:00:00,3,27,0.675
2023-04-15 07:00:00,4,34,0.85
2023-04-15 07:00:00,2,31,0.775
2023-04-15 07:00:00,5,41,1.025
2023-04-15 07:00:00,1,32,0.8
2023-04-15 07:00:00,3,30,0.75
2023-04-16 07:00:00,4,31,0.775
2023-04-16 07:00:00,2,37,0.925
2023-04-16 07:00:00,5,45,1.125
2023-04-16 07:00:00,1,31,0.775
2023-04-16 07:00:00,3,32,0.8
2023-04-17 07:00:00,4,32,0.8
2023-04-17 07:00:00,2,42,1.05
2023-04-17 07:00:00,5,46,1.15
2023-04-17 07:00:00,1,39,0.975
2023-04-17 07:00:00,3,34,0.85
2023-04-18 07:00:00,4,29,0.725
2023-04-18 07:00:00,2,36,0.9
2023-04-18 07:00:00,5,37,0.925
2023-04-18 07:00:00,1,38,0.95
2023-04-18 07:00:00,3,30,0.75
2023-04-19 07:00:00,4,35,0.875
2023-04-19 07:00:00,2,37,0.925
2023-04-19 07:00:00,5,44,1.1
2023-04-19 07:00:00,1,43,1.075
2023-04-19 07:00:00,3,34,0.85
2023-04-20 07:00:00,4,28,0.7
2023-04-20 07:00:00,2,34,0.85
2023-04-20 07:00:00,5,33,0.825
2023-04-20 07:00:00,1,39,0.975
2023-04-20 07:00:00,3,33,0.825
2023-04-21 07:00:00,4,26,0.65
2023-04-21 07:00:00,2,24,0.6
2023-04-21 07:00:00,5,30,0.75
2023-04-21 07:00:00,1,32,0.8
2023-04-21 07:00:00,3,30,0.75
2023-04-22 07:00:00,4,25,0.625
2023-04-22 07:00:00,2,26,0.65
2023-04-22 07:00:00,5,25,0.625
2023-04-22 07:00:00,1,30,0.75
2023-04-22 07:00:00,3,22,0.55
2023-04-23 07:00:00,4,30,0.75
2023-04-23 07:00:00,2,31,0.775
2023-04-23 07:00:00,5,32,0.8
2023-04-23 07:00:00,1,35,0.875
2023-04-23 07:00:00,3,30,0.75
2023-04-24 07:00:00,4,27,0.675
2023-04-24 07:00:00,2,30,0.75
2023-04-24 07:00:00,5,37,0.925
2023-04-24 07:00:00,1,36,0.9
2023-04-24 07:00:00,3,30,0.75
2023-04-25 07:00:00,4,24,0.6
2023-04-25 07:00:00,2,28,0.7
2023-04-25 07:00:00,5,31,0.775
2023-04-25 07:00:00,1,35,0.875
2023-04-25 07:00:00,3,27,0.675
2023-04-26 07:00:00,4,24,0.6
2023-04-26 07:00:00,2,25,0.625
2023-04-26 07:00:00,5,32,0.8
2023-04-26 07:00:00,1,29,0.725
2023-04-26 07:00:00,3,24,0.6
2023-04-27 07:00:00,4,28,0.7
2023-04-27 07:00:00,2,29,0.725
2023-04-27 07:00:00,5,38,0.95
2023-04-27 07:00:00,1,36,0.9
2023-04-27 07:00:00,3,31,0.775
2023-04-28 07:00:00,4,25,0.625
2023-04-28 07:00:00,2,26,0.65
2023-04-28 07:00:00,5,38,0.95
2023-04-28 07:00:00,1,31,0.775
2023-04-28 07:00:00,3,28,0.7
2023-04-29 07:00:00,4,26,0.65
2023-04-29 07:00:00,2,26,0.65
2023-04-29 07:00:00,5,33,0.825
2023-04-29 07:00:00,1,33,0.825
2023-04-29 07:00:00,3,32,0.8
2023-04-30 07:00:00,4,26,0.65
2023-04-30 07:00:00,2,30,0.75
2023-04-30 07:00:00,5,36,0.9
2023-04-30 07:00:00,1,32,0.8
2023-04-30 07:00:00,3,35,0.875
2023-05-01 07:00:00,4,33,0.825
2023-05-01 07:00:00,2,33,0.825
2023-05-01 07:00:00,5,37,0.925
2023-05-01 07:00:00,1,29,0.725
2023-05-01 07:00:00,3,39,0.975
2023-05-02 07:00:00,4,30,0.75
2023-05-02 07:00:00,2,34,0.85
2023-05-02 07:00:00,5,41,1.025
2023-05-02 07:00:00,1,30,0.75
2023-05-02 07:00:00,3,32,0.8
2023-05-03 07:00:00,4,33,0.825
2023-05-03 07:00:00,2,30,0.75
2023-05-03 07:00:00,5,38,0.95
2023-05-03 07:00:00,1,32,0.8
2023-05-03 07:00:00,3,33,0.825
2023-05-04 07:00:00,4,28,0.7
2023-05-04 07:00:00,2,30,0.75
2023-05-04 07:00:00,5,34,0.85
2023-05-04 07:00:00,1,33,0.825
2023-05-04 07:00:00,3,28,0.7
2023-05-05 07:00:00,4,21,0.525
2023-05-05 07:00:00,2,25,0.625
2023-05-05 07:00:00,5,24,0.6
2023-05-05 07:00:00,1,27,0.675
2023-05-05 07:00:00,3,29,0.725
2023-05-06 07:00:00,4,27,0.675
2023-05-06 07:00:00,2,29,0.725
2023-05-06 07:00:00,5,32,0.8
2023-05-06 07:00:00,1,31,0.775
2023-05-06 07:00:00,3,25,0.625
2023-05-07 07:00:00,4,31,0.775
2023-05-07 07:00:00,2,33,0.825
2023-05-07 07:00:00,5,38,0.95
2023-05-07 07:00:00,1,32,0.8
2023-05-07 07:00:00,3,28,0.7
2023-05-08 07:00:00,4,34,0.85
2023-05-08 07:00:00,2,40,1.0
2023-05-08 07:00:00,5,39,0.975
2023-05-08 07:00:00,1,37,0.925
2023-05-08 07:00:00,3,42,1.05
2023-05-09 07:00:00,4,27,0.675
2023-05-09 07:00:00,2,35,0.875
2023-05-09 07:00:00,5,37,0.925
2023-05-09 07:00:00,1,32,0.8
2023-05-09 07:00:00,3,35,0.875
2023-05-10 07:00:00,4,25,0.625
2023-05-10 07:00:00,2,31,0.775
2023-05-10 07:00:00,5,37,0.925
2023-05-10 07:00:00,1,27,0.675
2023-05-10 07:00:00,3,32,0.8
2023-05-11 07:00:00,4,24,0.6
2023-05-11 07:00:00,2,30,0.75
2023-05-11 07:00:00,5,38,0.95
2023-05-11 07:00:00,1,27,0.675
2023-05-11 07:00:00,3,32,0.8
2023-05-12 07:00:00,4,32,0.8
2023-05-12 07:00:00,2,39,0.975
2023-05-12 07:00:00,5,37,0.925
2023-05-12 07:00:00,1,33,0.825
2023-05-12 07:00:00,3,33,0.825
2023-05-13 07:00:00,4,28,0.7
2023-05-13 07:00:00,2,39,0.975
2023-05-13 07:00:00,5,34,0.85
2023-05-13 07:00:00,1,31,0.775
2023-05-13 07:00:00,3,29,0.725
2023-05-14 07:00:00,4,28,0.7
2023-05-14 07:00:00,2,41,1.025
2023-05-14 07:00:00,5,37,0.925
2023-05-14 07:00:00,1,32,0.8
2023-05-14 07:00:00,3,35,0.875
2023-05-15 07:00:00,4,29,0.725
2023-05-15 07:00:00,2,41,1.025
2023-05-15 07:00:00,5,40,1.0
2023-05-15 07:00:00,1,36,0.9
2023-05-15 07:00:00,3,31,0.775
2023-05-16 07:00:00,4,23,0.575
2023-05-16 07:00:00,2,43,1.075
2023-05-16 07:00:00,5,37,0.925
2023-05-16 07:00:00,1,31,0.775
2023-05-16 07:00:00,3,32,0.8
2023-05-17 07:00:00,4,23,0.575
2023-05-17 07:00:00,2,30,0.75
2023-05-17 07:00:00,5,39,0.975
2023-05-17 07:00:00,1,27,0.675
2023-05-17 07:00:00,3,26,0.65
2023-05-18 07:00:00,4,21,0.525
2023-05-18 07:00:00,2,27,0.675
2023-05-18 07:00:00,5,32,0.8
2023-05-18 07:00:00,1,26,0.65
2023-05-18 07:00:00,3,25,0.625
2023-05-19 07:00:00,4,20,0.5
2023-05-19 07:00:00,2,26,0.65
2023-05-19 07:00:00,5,29,0.725
2023-05-19 07:00:00,1,25,0.625
2023-05-19 07:00:00,3,27,0.675
2023-05-20 07:00:00,4,21,0.525
2023-05-20 07:00:00,2,22,0.55
2023-05-20 07:00:00,5,31,0.775
2023-05-20 07:00:00,1,19,0.475
2023-05-20 07:00:00,3,29,0.725
2023-05-21 07:00:00,4,25,0.625
2023-05-21 07:00:00,2,31,0.775
2023-05-21 07:00:00,5,37,0.925
2023-05-21 07:00:00,1,25,0.625
2023-05-21 07:00:00,3,38,0.95
2023-05-22 07:00:00,4,35,0.875
2023-05-22 07:00:00,2,33,0.825
2023-05-22 07:00:00,5,38,0.95
2023-05-22 07:00:00,1,28,0.7
2023-05-22 07:00:00,3,33,0.825
2023-05-23 07:00:00,4,32,0.8
2023-05-23 07:00:00,2,33,0.825
2023-05-23 07:00:00,5,39,0.975
2023-05-23 07:00:00,1,32,0.8
2023-05-23 07:00:00,3,27,0.675
2023-05-24 07:00:00,4,24,0.6
2023-05-24 07:00:00,2,37,0.925
2023-05-24 07:00:00,5,35,0.875
2023-05-24 07:00:00,1,33,0.825
2023-05-24 07:00:00,3,30,0.75
2023-05-25 07:00:00,4,23,0.575
2023-05-25 07:00:00,2,27,0.675
2023-05-25 07:00:00,5,32,0.8
2023-05-25 07:00:00,1,30,0.75
2023-05-25 07:00:00,3,24,0.6
2023-05-26 07:00:00,4,21,0.525
2023-05-26 07:00:00,2,22,0.55
2023-05-26 07:00:00,5,24,0.6
2023-05-26 07:00:00,1,22,0.55
2023-05-26 07:00:00,3,18,0.45
2023-05-27 07:00:00,4,27,0.675
2023-05-27 07:00:00,2,22,0.55
2023-05-27 07:00:00,5,24,0.6
2023-05-27 07:00:00,1,28,0.7
2023-05-27 07:00:00,3,22,0.55
2023-05-28 07:00:00,4,31,0.775
2023-05-28 07:00:00,2,25,0.625
2023-05-28 07:00:00,5,33,0.825
2023-05-28 07:00:00,1,30,0.75
2023-05-28 07:00:00,3,28,0.7
2023-05-29 07:00:00,4,29,0.725
2023-05-29 07:00:00,2,28,0.7
2023-05-29 07:00:00,5,32,0.8
2023-05-29 07:00:00,1,30,0.75
2023-05-29 07:00:00,3,30,0.75
2023-05-30 07:00:00,4,29,0.725
2023-05-30 07:00:00,2,30,0.75
2023-05-30 07:00:00,5,35,0.875
2023-05-30 07:00:00,1,28,0.7
2023-05-30 07:00:00,3,24,0.6
2023-05-31 07:00:00,4,26,0.65
2023-05-31 07:00:00,2,29,0.725
2023-05-31 07:00:00,5,31,0.775
2023-05-31 07:00:00,1,25,0.625
2023-05-31 07:00:00,3,28,0.7
2023-06-01 07:00:00,4,29,0.725
2023-06-01 07:00:00,2,29,0.725
2023-06-01 07:00:00,5,30,0.75
2023-06-01 07:00:00,1,26,0.65
2023-06-01 07:00:00,3,25,0.625
2023-06-02 07:00:00,4,28,0.7
2023-06-02 07:00:00,2,25,0.625
