Date,Doctor Code,Amount Of Patients
2021-02-03,12261,1
2021-02-05,12261,2
2021-02-07,12261,1
2021-02-08,12261,1
2021-02-14,12261,1
2021-02-15,12261,4
2021-02-17,12261,3
2021-02-18,12261,1
2021-02-21,12261,1
2021-02-22,12261,2
2021-02-25,12261,2
2021-02-26,12261,2
2021-02-27,12261,1
2021-02-28,12261,2
2021-03-14,12261,1
2021-04-09,12261,1
2021-05-31,12261,1
2021-06-03,12261,1
2021-06-09,12261,1
2021-06-13,12261,1
2021-06-15,12261,2
2021-06-18,12261,2
2021-06-19,12261,1
2021-06-21,12261,1
2021-06-22,12261,1
2021-06-23,12261,1
2021-06-24,12261,1
2021-06-27,12261,1
2021-06-28,12261,1
2021-06-30,12261,1
2021-07-06,12261,2
2021-07-07,12261,1
2021-07-10,12261,1
2021-07-11,12261,1
2021-07-12,12261,1
2021-07-14,12261,2
2021-07-16,12261,2
2021-07-17,12261,2
2021-07-18,12261,1
2021-07-22,12261,1
2021-07-25,12261,1
2021-08-10,12261,1
2021-08-24,12261,1
2021-08-26,12261,1
2021-08-28,12261,1
2021-08-29,12261,1
2021-09-03,12261,1
2021-09-09,12261,2
2021-09-14,12261,1
2021-09-20,12261,1
2021-09-21,12261,2
2022-01-12,12261,1
2022-01-13,12261,1
2022-01-30,12261,1
2022-02-01,12261,2
2022-02-03,12261,1
2022-02-06,12261,1
2022-02-10,12261,1
2022-02-11,12261,2
2022-02-13,12261,1
2022-02-14,12261,2
2022-02-17,12261,1
2022-02-20,12261,2
2022-02-21,12261,2
2022-02-22,12261,1
2022-02-23,12261,3
2022-02-24,12261,4
2022-02-26,12261,2
2022-02-27,12261,2
2022-03-03,12261,1
2022-03-05,12261,1
2022-03-07,12261,1
2022-03-08,12261,1
2022-03-13,12261,3
2022-03-14,12261,3
2022-03-15,12261,3
2022-03-16,12261,2
2022-03-17,12261,1
2022-03-19,12261,2
2022-03-20,12261,1
2022-03-21,12261,2
2022-03-22,12261,1
2022-03-24,12261,1
2022-03-25,12261,1
2022-03-27,12261,2
2022-03-29,12261,1
2022-03-30,12261,1
2022-03-31,12261,2
2022-04-03,12261,2
2022-04-04,12261,2
2022-04-05,12261,4
2022-04-06,12261,4
2022-04-07,12261,4
2022-04-08,12261,1
2022-04-09,12261,2
2022-04-11,12261,1
2022-04-12,12261,2
2022-04-13,12261,2
2022-04-15,12261,1
2022-04-16,12261,1
2022-04-17,12261,2
2022-04-18,12261,1
2022-04-19,12261,1
2022-04-21,12261,1
2022-04-23,12261,1
2022-04-24,12261,1
2022-04-25,12261,1
2022-04-26,12261,1
2022-04-27,12261,1
2022-04-28,12261,2
2022-04-29,12261,2
2022-04-30,12261,2
2022-05-03,12261,1
2022-05-07,12261,2
2022-05-08,12261,3
2022-05-09,12261,1
2022-05-15,12261,1
2022-05-16,12261,1
2022-05-17,12261,1
2022-05-25,12261,1
2022-05-26,12261,3
2022-05-28,12261,3
2022-05-29,12261,2
2022-05-30,12261,3
2022-05-31,12261,4
2022-06-04,12261,1
2022-06-05,12261,1
2022-12-04,12261,1
2022-12-06,12261,1
2022-12-08,12261,2
2022-12-10,12261,4
2022-12-11,12261,3
2022-12-12,12261,2
2022-12-14,12261,2
2022-12-15,12261,4
2022-12-16,12261,2
2022-12-21,12261,1
2022-12-26,12261,2
2022-12-27,12261,1
2022-12-29,12261,2
2022-12-31,12261,1
2023-01-01,12261,2
2023-01-02,12261,2
2023-01-03,12261,2
2023-01-05,12261,3
2023-01-07,12261,3
2023-01-08,12261,4
2023-01-09,12261,3
2023-01-11,12261,3
2023-01-12,12261,5
2023-01-13,12261,3
2023-01-14,12261,1
2023-01-15,12261,5
2023-01-16,12261,1
2023-01-18,12261,1
2023-01-21,12261,1
2023-01-22,12261,1
2023-01-24,12261,1
2023-01-31,12261,1
2023-02-01,12261,1
2023-02-02,12261,2
2023-02-03,12261,5
2023-02-14,12261,1
2023-02-15,12261,1
2023-02-16,12261,4
2023-02-17,12261,5
2023-02-18,12261,1
2023-04-10,12261,1
2023-06-20,12261,3
2023-08-01,12261,1
2023-08-02,12261,1
2023-08-21,12261,1
2023-09-25,12261,1
2023-09-26,12261,2
2023-09-27,12261,1
2023-09-28,12261,1
2023-10-02,12261,1
2023-10-04,12261,3
2023-10-05,12261,1
2023-10-06,12261,1
2023-10-08,12261,2
2023-10-10,12261,1
2023-10-11,12261,1
2023-12-27,12261,1
2023-12-28,12261,1
2023-12-29,12261,1
2020-12-05,12262,1
2021-01-16,12262,1
2021-02-02,12262,1
2021-02-28,12262,1
2021-03-03,12262,1
2021-03-05,12262,3
2021-03-09,12262,2
2021-03-16,12262,3
2021-03-20,12262,1
2021-03-21,12262,1
2021-04-06,12262,1
2021-04-09,12262,2
2021-04-11,12262,2
2021-04-18,12262,1
2021-04-20,12262,2
2021-04-21,12262,1
2021-04-22,12262,1
2021-04-25,12262,2
2021-04-26,12262,1
2021-07-04,12262,1
2021-07-05,12262,1
2021-07-11,12262,1
2021-07-12,12262,1
2021-07-21,12262,1
2021-07-22,12262,2
2021-07-23,12262,4
2021-07-27,12262,1
2021-08-04,12262,1
2021-08-08,12262,2
2021-08-10,12262,1
2021-08-15,12262,1
2021-08-18,12262,1
2021-08-20,12262,1
2021-08-22,12262,1
2021-08-25,12262,1
2021-08-26,12262,1
2021-08-27,12262,1
2021-10-24,12262,1
2022-10-16,12263,1
2022-10-17,12263,1
2022-10-19,12263,2
2022-10-26,12263,1
2022-10-27,12263,1
2022-10-29,12263,2
2022-11-03,12263,1
2022-11-07,12263,1
2022-11-09,12263,2
2022-11-11,12263,1
2022-11-14,12263,1
2022-11-16,12263,2
2022-11-18,12263,1
2022-11-19,12263,1
2022-11-22,12263,1
2022-11-23,12263,1
2022-11-24,12263,1
2022-11-26,12263,2
2022-11-11,12264,1
2023-06-09,12264,1
2023-07-09,12264,1
2023-07-10,12264,1
2023-07-17,12264,2
2023-08-07,12264,1
2023-09-04,12264,1
2023-10-09,12264,1
2023-10-10,12264,1
2023-11-01,12264,1
2023-11-05,12264,2
2023-11-08,12264,2
2023-11-09,12264,4
2023-11-12,12264,2
2023-11-13,12264,1
2023-11-16,12264,1
2023-11-17,12264,1
2023-11-21,12264,1
2023-11-23,12264,1
2023-11-26,12264,1
2023-11-28,12264,1
2023-12-06,12264,1
2023-12-08,12264,1
2023-12-10,12264,5
2023-12-13,12264,2
2023-12-14,12264,1
2023-12-15,12264,1
2023-12-16,12264,1
2023-12-23,12264,1
2023-12-24,12264,1
2023-12-26,12264,1
2023-12-29,12264,1
2020-12-31,12265,1
2021-01-07,12265,1
2021-01-10,12265,2
2021-01-17,12265,2
2021-01-20,12265,1
2021-01-21,12265,1
2021-01-24,12265,1
2021-02-19,12265,1
2021-05-28,12265,1
2021-06-01,12265,1
2021-06-02,12265,1
2021-06-07,12265,1
2021-06-16,12265,1
2021-06-17,12265,1
2021-06-21,12265,1
2021-06-22,12265,1
2021-06-29,12265,1
2021-07-02,12265,1
2021-07-04,12265,1
2021-07-11,12265,1
2021-07-18,12265,1
2021-07-22,12265,1
2021-07-30,12265,1
2021-08-01,12265,1
2021-08-07,12265,1
2021-08-08,12265,2
2021-08-23,12265,1
2020-12-07,12266,1
2020-12-13,12266,2
2020-12-15,12266,1
2020-12-22,12266,1
2020-12-28,12266,1
2020-12-30,12266,2
2021-01-02,12266,2
2021-01-04,12266,1
2021-01-10,12266,2
2021-01-11,12266,2
2021-01-13,12266,1
2021-01-17,12266,1
2021-01-18,12266,2
2021-01-20,12266,2
2021-01-22,12266,1
2021-01-23,12266,1
2021-01-25,12266,1
2021-01-26,12266,1
2021-01-27,12266,2
2021-03-08,12266,2
2021-03-10,12266,1
2021-03-16,12266,1
2021-03-20,12266,1
2021-03-21,12266,2
2021-03-22,12266,1
2021-03-23,12266,2
2021-03-25,12266,1
2021-04-02,12266,1
2021-04-06,12266,1
2021-04-10,12266,2
2021-04-17,12266,1
2021-04-18,12266,1
2021-04-19,12266,2
2021-04-20,12266,1
2021-04-21,12266,1
2021-04-24,12266,1
2021-04-27,12266,1
2021-04-30,12266,1
2021-08-08,12266,2
2021-08-27,12266,1
2021-09-02,12266,1
2021-09-05,12266,1
2021-09-10,12266,1
2021-09-12,12266,2
2021-09-14,12266,1
2021-09-19,12266,2
2020-12-15,12267,1
2020-12-22,12267,1
2021-01-12,12267,1
2021-01-25,12267,1
2021-02-08,12267,1
2021-02-09,12267,1
2021-02-16,12267,1
2021-02-21,12267,1
2021-02-25,12267,1
2021-03-05,12267,2
2021-03-09,12267,1
2021-03-10,12267,1
2021-03-13,12267,1
2021-03-15,12267,1
2021-03-28,12267,1
2021-05-08,12267,1
2021-05-13,12267,1
2021-05-14,12267,1
2021-05-15,12267,1
2021-05-16,12267,2
2021-05-19,12267,2
2021-05-20,12267,2
2021-05-21,12267,1
2021-05-24,12267,1
2021-05-26,12267,1
2021-05-27,12267,1
2021-05-30,12267,1
2021-08-02,12267,1
2021-08-03,12267,1
2021-08-05,12267,1
2021-08-11,12267,2
2021-08-17,12267,1
2021-08-23,12267,1
2021-10-09,12267,1
2021-10-11,12267,1
2021-10-26,12267,1
2021-11-12,12267,1
2021-11-15,12267,1
2021-11-17,12267,1
2021-11-20,12267,1
2022-02-01,12267,1
2022-02-03,12267,2
2022-02-04,12267,1
2022-02-06,12267,1
2022-02-07,12267,1
2022-02-08,12267,2
2022-02-13,12267,1
2022-02-20,12267,1
2022-02-22,12267,1
2022-02-26,12267,1
2022-02-27,12267,1
2022-03-05,12267,3
2022-03-06,12267,1
2022-03-08,12267,2
2022-03-12,12267,2
2022-03-13,12267,1
2022-03-16,12267,1
2022-03-21,12267,2
2022-03-22,12267,1
2022-03-29,12267,1
2022-03-30,12267,1
2022-04-03,12267,2
2022-04-04,12267,1
2022-04-05,12267,3
2022-04-07,12267,1
2022-04-09,12267,2
2022-04-10,12267,1
2022-04-11,12267,2
2022-04-12,12267,3
2022-04-13,12267,1
2022-04-17,12267,1
2022-04-20,12267,1
2022-04-24,12267,1
2022-04-25,12267,2
2022-04-27,12267,1
2022-05-01,12267,2
2022-05-02,12267,1
2022-05-07,12267,1
2022-05-08,12267,2
2022-05-09,12267,1
2022-05-10,12267,2
2022-05-14,12267,1
2022-05-16,12267,2
2022-05-17,12267,2
2022-05-21,12267,1
2022-05-23,12267,1
2022-05-28,12267,1
2022-05-29,12267,1
2022-05-30,12267,2
2022-05-31,12267,3
2022-06-01,12267,1
2022-06-03,12267,1
2022-06-04,12267,1
2022-06-06,12267,1
2022-06-07,12267,1
2022-06-08,12267,1
2022-06-09,12267,1
2022-06-12,12267,1
2022-06-13,12267,1
2022-06-19,12267,1
2022-06-21,12267,1
2022-06-25,12267,2
2022-06-26,12267,2
2022-07-02,12267,1
2022-07-03,12267,2
2022-07-05,12267,1
2022-07-07,12267,1
2022-07-09,12267,1
2022-07-10,12267,2
2022-07-12,12267,1
2022-07-16,12267,2
2022-07-19,12267,1
2022-07-23,12267,2
2022-07-24,12267,2
2022-07-25,12267,2
2022-07-26,12267,1
2022-07-28,12267,1
2022-07-30,12267,2
2022-07-31,12267,2
2022-08-01,12267,1
2022-08-02,12267,2
2022-08-03,12267,1
2022-08-04,12267,1
2022-08-05,12267,1
2022-08-07,12267,3
2022-08-08,12267,1
2022-08-11,12267,1
2022-08-14,12267,1
2022-08-16,12267,1
2022-08-17,12267,1
2022-08-20,12267,1
2022-08-21,12267,3
2022-08-22,12267,1
2022-08-23,12267,1
2022-08-24,12267,2
2022-08-27,12267,1
2022-08-28,12267,1
2022-08-29,12267,1
2022-09-01,12267,1
2022-09-02,12267,1
2022-09-04,12267,2
2022-09-10,12267,1
2022-09-13,12267,2
2022-09-17,12267,1
2022-09-19,12267,1
2022-09-20,12267,2
2022-09-21,12267,1
2022-09-27,12267,2
2022-09-28,12267,1
2022-09-29,12267,1
2022-10-01,12267,1
2022-10-02,12267,1
2022-10-09,12267,1
2022-10-12,12267,2
2022-10-15,12267,1
2022-10-17,12267,1
2022-10-18,12267,4
2022-10-19,12267,1
2022-10-21,12267,1
2022-10-22,12267,1
2022-10-23,12267,2
2022-10-25,12267,4
2022-10-26,12267,1
2022-10-29,12267,3
2022-11-01,12267,1
2022-11-03,12267,1
2022-11-05,12267,2
2022-11-06,12267,1
2022-11-07,12267,1
2022-11-08,12267,2
2022-11-10,12267,1
2022-11-12,12267,1
2022-11-13,12267,1
2022-11-29,12267,1
2022-12-01,12267,1
2022-12-03,12267,1
2022-12-04,12267,2
2022-12-05,12267,1
2022-12-06,12267,3
2022-12-07,12267,1
2022-12-08,12267,1
2022-12-10,12267,2
2022-12-12,12267,1
2022-12-13,12267,4
2022-12-17,12267,1
2022-12-20,12267,1
2022-12-26,12267,3
2022-12-28,12267,1
2023-01-01,12267,1
2023-01-03,12267,1
2023-01-06,12267,1
2023-01-08,12267,1
2023-01-09,12267,2
2023-01-14,12267,1
2023-01-15,12267,1
2023-01-17,12267,1
2023-01-18,12267,1
2023-01-21,12267,1
2023-01-24,12267,2
2023-01-25,12267,1
2023-02-01,12267,3
2023-02-03,12267,2
2023-02-04,12267,1
2023-02-05,12267,1
2023-02-06,12267,1
2023-02-20,12267,1
2023-02-23,12267,3
2023-02-27,12267,1
2023-02-28,12267,1
2023-03-01,12267,2
2023-03-02,12267,2
2023-03-09,12267,1
2023-03-10,12267,1
2023-03-11,12267,1
2023-03-12,12267,1
2023-03-13,12267,1
2023-03-15,12267,1
2023-03-23,12267,1
2023-04-12,12267,1
2023-04-13,12267,2
2023-04-15,12267,1
2023-04-17,12267,3
2023-04-20,12267,3
2023-04-22,12267,1
2023-04-26,12267,1
2023-04-27,12267,6
2023-04-28,12267,1
2023-05-04,12267,4
2023-05-06,12267,1
2023-05-07,12267,2
2023-05-08,12267,2
2023-05-09,12267,2
2023-05-10,12267,1
2023-05-12,12267,1
2023-05-13,12267,2
2023-05-15,12267,2
2023-05-17,12267,2
2023-05-18,12267,1
2023-05-20,12267,1
2023-05-22,12267,1
2023-05-23,12267,2
2023-05-24,12267,1
2023-05-25,12267,1
2023-05-29,12267,3
2023-05-30,12267,3
2023-06-01,12267,4
2023-06-04,12267,1
2023-06-05,12267,2
2023-06-07,12267,1
2023-06-10,12267,2
2023-06-11,12267,1
2023-06-12,12267,4
2023-06-14,12267,2
2023-06-17,12267,1
2023-06-20,12267,1
2023-06-22,12267,1
2023-06-23,12267,1
2023-06-24,12267,2
2023-07-03,12267,4
2023-07-05,12267,4
2023-07-06,12267,2
2023-07-10,12267,1
2023-07-11,12267,3
2023-07-12,12267,2
2023-07-13,12267,5
2023-07-15,12267,1
2023-07-19,12267,3
2023-07-23,12267,1
2023-07-24,12267,1
2023-07-26,12267,1
2023-07-27,12267,5
2023-07-29,12267,2
2023-07-30,12267,3
2023-07-31,12267,2
2023-08-01,12267,1
2023-08-02,12267,2
2023-08-07,12267,4
2023-08-12,12267,3
2023-08-13,12267,1
2023-08-14,12267,1
2023-08-15,12267,2
2023-08-20,12267,1
2023-08-23,12267,1
2023-08-24,12267,1
2023-08-26,12267,1
2023-08-27,12267,1
2023-08-29,12267,1
2023-09-05,12267,1
2023-09-07,12267,1
2023-09-08,12267,1
2023-09-09,12267,1
2023-09-10,12267,1
2023-09-11,12267,1
2023-09-14,12267,4
2023-09-16,12267,1
2023-09-19,12267,1
2023-09-27,12267,3
2023-09-28,12267,5
2023-10-13,12267,1
2023-10-14,12267,2
2023-10-18,12267,1
2023-10-21,12267,1
2023-10-22,12267,2
2023-10-24,12267,1
2023-10-25,12267,1
2023-10-30,12267,1
2023-11-01,12267,1
2023-11-02,12267,4
2023-11-04,12267,1
2023-11-07,12267,1
2023-11-09,12267,3
2023-11-10,12267,2
2023-11-11,12267,1
2023-11-17,12267,1
2023-11-18,12267,1
2023-11-20,12267,3
2023-11-22,12267,1
2023-11-23,12267,3
2023-11-26,12267,1
2023-11-27,12267,4
2023-11-29,12267,1
2023-11-30,12267,1
2023-12-03,12267,2
2023-12-04,12267,3
2023-12-07,12267,1
2023-12-12,12267,2
2023-12-14,12267,4
2023-12-16,12267,2
2023-12-18,12267,3
2023-12-19,12267,1
2023-12-20,12267,2
2023-12-21,12267,2
2023-12-27,12267,1
2020-12-03,12268,1
2020-12-09,12268,2
2020-12-11,12268,1
2020-12-19,12268,1
2020-12-20,12268,1
2020-12-21,12268,1
2020-12-30,12268,1
2020-12-14,12269,3
2020-12-19,12269,1
2020-12-28,12269,1
2021-01-02,12269,1
2021-01-04,12269,2
2021-01-06,12269,1
2021-01-07,12269,2
2021-01-11,12269,1
2021-01-14,12269,1
2021-01-15,12269,1
2021-01-16,12269,2
2021-01-20,12269,3
2021-01-31,12269,1
2021-02-05,12269,1
2021-02-10,12269,1
2021-02-13,12269,1
2021-02-16,12269,1
2021-02-19,12269,1
2021-02-21,12269,1
2021-02-23,12269,1
2021-02-28,12269,1
2021-03-01,12269,1
2021-03-13,12269,1
2021-03-26,12269,1
2021-06-30,12269,1
2021-07-01,12269,1
2021-07-03,12269,1
2021-07-05,12269,1
2021-08-02,12269,1
2021-08-07,12269,1
2021-08-21,12269,1
2021-09-10,12269,1
2021-09-17,12269,1
2021-09-21,12269,1
2021-10-12,12269,1
2021-10-19,12269,1
2021-10-24,12269,1
2021-10-30,12269,1
2021-10-31,12269,1
2021-11-02,12269,1
2021-11-03,12269,1
2021-11-05,12269,1
2021-11-08,12269,1
2021-11-09,12269,1
2021-11-16,12269,1
2021-11-17,12269,1
2021-11-22,12269,2
2022-02-16,12269,1
2022-03-01,12269,1
2022-03-04,12269,1
2022-03-05,12269,1
2022-03-06,12269,2
2022-03-09,12269,1
2022-03-11,12269,1
2022-03-14,12269,1
2022-03-15,12269,1
2022-03-17,12269,2
2022-03-20,12269,1
2022-03-21,12269,1
2022-03-23,12269,1
2022-04-04,12269,1
2022-04-08,12269,1
2022-04-11,12269,1
2022-04-16,12269,1
2022-04-19,12269,1
2022-04-23,12269,1
2022-05-01,12269,1
2022-05-05,12269,2
2022-05-06,12269,1
2022-05-12,12269,2
2022-05-13,12269,1
2022-05-16,12269,2
2022-05-17,12269,2
2022-05-18,12269,2
2022-05-19,12269,1
2022-05-20,12269,1
2022-05-21,12269,1
2022-05-22,12269,2
2022-05-23,12269,1
2022-05-24,12269,1
2022-05-29,12269,1
2022-05-30,12269,3
2022-05-31,12269,4
2022-06-01,12269,1
2022-06-03,12269,2
2022-06-05,12269,2
2022-06-06,12269,2
2022-06-07,12269,2
2022-06-10,12269,2
2022-06-13,12269,1
2022-06-14,12269,2
2022-06-15,12269,1
2022-06-16,12269,2
2022-06-17,12269,2
2022-06-18,12269,2
2022-06-21,12269,1
2022-06-22,12269,1
2022-06-23,12269,2
2022-06-25,12269,1
2022-06-26,12269,1
2022-06-27,12269,1
2022-06-28,12269,3
2022-07-04,12269,2
2022-07-05,12269,1
2022-07-06,12269,1
2022-07-09,12269,3
2022-07-10,12269,1
2022-07-12,12269,1
2022-07-13,12269,1
2022-07-14,12269,3
2022-07-16,12269,3
2022-07-17,12269,2
2022-07-18,12269,3
2022-07-19,12269,2
2022-07-21,12269,2
2022-07-24,12269,1
2022-07-25,12269,1
2022-07-26,12269,2
2022-07-27,12269,1
2022-07-28,12269,2
2022-07-29,12269,1
2022-07-31,12269,2
2022-08-07,12269,2
2022-08-08,12269,2
2022-08-09,12269,2
2022-08-12,12269,1
2022-08-15,12269,1
2022-08-16,12269,4
2022-08-17,12269,1
2022-08-19,12269,2
2022-08-20,12269,2
2022-08-21,12269,2
2022-08-22,12269,3
2022-08-23,12269,1
2022-08-25,12269,1
2022-08-27,12269,1
2022-08-29,12269,2
2022-08-31,12269,2
2022-09-01,12269,1
2022-09-04,12269,1
2022-09-10,12269,1
2022-09-15,12269,1
2022-09-17,12269,2
2022-09-18,12269,2
2022-09-19,12269,1
2022-09-20,12269,2
2022-09-21,12269,1
2022-09-22,12269,3
2022-09-23,12269,2
2022-09-24,12269,1
2022-09-25,12269,1
2022-09-28,12269,2
2022-09-29,12269,1
2022-09-30,12269,1
2022-10-01,12269,1
2022-10-02,12269,1
2022-10-03,12269,2
2022-10-06,12269,1
2022-10-08,12269,1
2022-10-11,12269,1
2022-10-15,12269,1
2022-10-16,12269,1
2022-10-17,12269,1
2022-10-18,12269,2
2022-10-19,12269,3
2022-10-20,12269,1
2022-10-21,12269,3
2022-10-22,12269,2
2022-10-27,12269,2
2022-10-28,12269,1
2022-11-03,12269,2
2022-11-05,12269,3
2022-11-07,12269,1
2022-11-08,12269,2
2022-11-09,12269,1
2022-11-10,12269,1
2022-11-17,12269,1
2022-11-19,12269,1
2022-11-21,12269,1
2022-11-22,12269,1
2022-11-29,12269,2
2022-11-30,12269,1
2022-12-05,12269,2
2022-12-06,12269,3
2022-12-07,12269,1
2022-12-08,12269,1
2022-12-10,12269,2
2022-12-11,12269,2
2022-12-12,12269,2
2022-12-13,12269,1
2022-12-14,12269,1
2022-12-15,12269,1
2022-12-16,12269,1
2022-12-17,12269,2
2022-12-19,12269,1
2022-12-20,12269,2
2022-12-21,12269,3
2022-12-22,12269,3
2022-12-23,12269,2
2022-12-24,12269,1
2022-12-25,12269,2
2022-12-27,12269,1
2022-12-28,12269,2
2022-12-30,12269,3
2023-01-01,12269,1
2023-01-02,12269,1
2023-01-03,12269,1
2023-01-04,12269,1
2023-01-08,12269,1
2023-01-09,12269,1
2023-01-10,12269,2
2023-01-11,12269,3
2023-01-13,12269,2
2023-01-14,12269,1
2023-01-15,12269,1
2023-01-17,12269,2
2023-01-18,12269,2
2023-01-19,12269,2
2023-01-20,12269,1
2023-01-22,12269,1
2023-01-24,12269,4
2023-01-26,12269,2
2023-01-28,12269,1
2023-01-29,12269,1
2023-01-30,12269,2
2023-01-31,12269,1
2023-02-02,12269,2
2023-02-03,12269,1
2023-02-04,12269,2
2023-02-06,12269,1
2023-02-07,12269,3
2023-02-11,12269,1
2023-02-14,12269,3
2023-02-15,12269,3
2023-02-17,12269,1
2023-02-19,12269,1
2023-02-20,12269,2
2023-02-22,12269,1
2023-02-23,12269,1
2023-02-24,12269,1
2023-02-25,12269,2
2023-02-26,12269,1
2023-03-12,12269,1
2023-03-25,12269,1
2023-03-28,12269,1
2023-03-30,12269,1
2023-04-04,12269,1
2023-04-06,12269,3
2023-04-07,12269,3
2023-04-09,12269,2
2023-05-14,12269,1
2023-06-06,12269,1
2023-06-07,12269,1
2023-06-11,12269,2
2023-06-13,12269,1
2023-06-14,12269,1
2023-06-16,12269,1
2023-06-18,12269,1
2023-07-01,12269,1
2023-07-02,12269,4
2023-07-03,12269,1
2023-07-05,12269,1
2023-07-06,12269,1
2023-07-07,12269,1
2023-07-08,12269,3
2023-07-09,12269,2
2023-07-10,12269,1
2023-07-12,12269,1
2023-07-13,12269,2
2023-07-14,12269,1
2023-07-16,12269,1
2023-07-17,12269,2
2023-07-18,12269,4
2023-07-19,12269,2
2023-07-20,12269,1
2023-07-21,12269,2
2023-07-22,12269,2
2020-12-05,12270,1
2020-12-20,12270,1
2021-01-10,12270,1
2021-01-11,12270,1
2021-03-04,12270,1
2021-05-07,12270,1
2021-05-23,12270,1
2021-04-07,12271,1
2021-04-30,12271,1
2021-05-03,12271,1
2021-05-15,12271,1
2021-05-23,12271,1
2021-05-25,12271,1
2021-09-16,12271,1
2021-09-19,12271,1
2021-10-14,12271,1
2021-10-26,12271,2
2020-12-13,12272,2
2020-12-26,12272,1
2020-12-28,12272,1
2021-01-03,12272,1
2021-01-05,12272,1
2021-01-15,12272,1
2021-02-01,12272,1
2021-02-02,12272,1
2021-02-07,12272,1
2021-02-10,12272,1
2021-02-11,12272,1
2021-02-19,12272,2
2021-02-27,12272,3
2021-03-01,12272,1
2021-03-02,12272,1
2021-03-04,12272,1
2021-03-05,12272,1
2021-03-08,12272,1
2021-03-09,12272,1
2021-03-11,12272,1
2021-03-14,12272,1
2021-03-16,12272,3
2021-03-17,12272,1
2021-03-21,12272,1
2021-04-01,12272,1
2021-04-03,12272,2
2021-04-05,12272,1
2021-04-06,12272,1
2021-04-10,12272,1
2021-04-13,12272,2
2021-04-15,12272,1
2021-04-24,12272,1
2021-04-25,12272,1
2021-04-28,12272,1
2021-08-06,12272,2
2021-08-15,12272,1
2021-08-17,12272,4
2021-08-21,12272,1
2021-08-30,12272,1
2021-09-05,12272,1
2021-09-11,12272,1
2021-09-13,12272,1
2021-09-14,12272,1
2021-09-17,12272,1
2021-09-18,12272,1
2021-09-19,12272,2
2021-09-20,12272,1
2021-09-25,12272,1
2021-09-28,12272,1
2021-09-30,12272,1
2021-10-02,12272,1
2021-10-05,12272,1
2021-10-08,12272,1
2021-10-09,12272,2
2021-10-15,12272,1
2021-10-18,12272,1
2021-10-23,12272,2
2021-10-24,12272,2
2021-10-27,12272,2
2021-10-30,12272,1
2021-10-31,12272,1
2021-11-01,12272,2
2021-11-02,12272,2
2021-11-07,12272,1
2021-11-10,12272,1
2021-11-12,12272,1
2021-11-15,12272,1
2021-11-22,12272,2
2021-11-23,12272,2
2021-11-25,12272,1
2020-12-20,12273,1
2021-01-28,12273,1
2021-01-30,12273,1
2021-02-01,12273,2
2021-02-04,12273,1
2021-02-07,12273,1
2021-02-08,12273,2
2021-02-10,12273,1
2021-02-14,12273,1
2021-02-19,12273,1
2021-04-09,12273,1
2021-04-27,12273,1
2021-06-30,12273,2
2021-07-04,12273,1
2021-07-07,12273,1
2021-07-13,12273,1
2021-07-18,12273,2
2021-07-23,12273,1
2021-07-28,12273,1
2021-10-03,12273,1
2021-10-04,12273,1
2021-10-10,12273,1
2020-12-10,12274,1
2020-12-24,12274,1
2020-12-15,12275,1
2021-03-24,12275,1
2021-04-11,12275,1
2021-04-20,12275,1
2021-04-21,12275,1
2021-07-01,12275,2
2021-07-08,12275,1
2021-07-10,12275,1
2021-07-11,12275,2
2021-07-12,12275,1
2021-07-13,12275,1
2021-07-15,12275,1
2021-07-16,12275,1
2021-07-25,12275,1
2021-07-29,12275,1
2020-12-14,12279,1
2020-12-16,12279,1
2020-12-05,12280,1
2020-12-13,12280,3
2021-01-03,12280,1
2021-01-07,12280,1
2021-01-09,12280,1
2021-01-10,12280,1
2021-01-14,12280,1
2021-02-28,12280,1
2021-03-05,12280,1
2021-03-07,12280,1
2021-03-08,12280,1
2021-03-13,12280,1
2021-03-14,12280,2
2021-03-18,12280,1
2021-03-21,12280,1
2021-03-23,12280,2
2021-03-28,12280,1
2021-03-29,12280,1
2021-04-05,12280,1
2021-04-10,12280,1
2021-04-15,12280,1
2021-04-19,12280,1
2021-09-25,12280,1
2021-09-26,12280,1
2021-09-29,12280,1
2021-10-01,12280,1
2021-10-05,12280,1
2021-10-09,12280,1
2021-10-11,12280,1
2021-10-12,12280,1
2021-10-13,12280,1
2021-10-26,12280,1
2022-01-06,12280,1
2022-01-10,12280,1
2022-01-13,12280,1
2022-01-15,12280,1
2022-01-17,12280,1
2022-01-18,12280,2
2022-01-19,12280,3
2022-01-23,12280,2
2022-01-25,12280,1
2022-01-26,12280,2
2022-01-27,12280,1
2022-01-28,12280,1
2022-01-30,12280,1
2022-01-31,12280,1
2022-02-03,12280,2
2022-02-07,12280,2
2022-02-08,12280,1
2022-02-11,12280,1
2022-02-13,12280,1
2022-02-14,12280,1
2022-02-20,12280,1
2022-02-22,12280,1
2022-02-23,12280,1
2022-02-27,12280,1
2022-03-02,12280,1
2022-03-04,12280,1
2022-03-05,12280,1
2022-03-09,12280,2
2022-03-14,12280,1
2022-03-18,12280,1
2022-03-19,12280,3
2022-03-21,12280,3
2022-03-29,12280,1
2022-03-30,12280,1
2022-04-04,12280,4
2022-04-05,12280,1
2022-04-07,12280,1
2022-04-14,12280,1
2022-04-19,12280,2
2022-04-24,12280,1
2022-04-30,12280,1
